1,0,	0.0252448,	0.0791698,	0.03573636
2,0,	0.0715145,	0.4294063,	0.1701217
3,0,	0.1120382,	0.7586667,	0.3113778
4,0,	0.2117213,	1.0109951,	0.438254
5,0,	0.2954954,	1.1798246,	0.4449169
